code,event,participants
BRA,Gymnastics Men's Horizontal Bar,9

BRA,Gymnastics Men's Rings,11

BRA,Gymnastics Men's Pommelled Horse,9

BRA,Shooting Mixed Trap,7

BRA,Shooting Men's Trap,3

BRA,Hockey Men's Hockey,16

BRA,Cross Country Skiing Women's 10 kilometres,3

BRA,Modern Pentathlon Men's Individual,18

BRA,Tennis Men's Singles,12

BRA,Rowing Women's Single Sculls,3

BRA,Rowing Women's Lightweight Double Sculls,6

BRA,Sailing Mixed One Person Dinghy,16

BRA,Sailing Men's One Person Dinghy,7

BRA,Athletics Women's High Jump,5

BRA,Judo Women's Half-Lightweight,5

BRA,"Fencing Men's epee, Individual",23

BRA,Sailing Men's Windsurfer,7

BRA,Bobsleigh Men's Four,12

BRA,Swimming Men's 400 metres Freestyle,17

BRA,Athletics Men's 50 kilometres Walk,6

BRA,Athletics Men's 110 metres Hurdles,15

BRA,Modern Pentathlon Men's Team,9

BRA,"Canoeing Men's Canadian Singles, Slalom",4

BRA,Sailing Men's Skiff,2

BRA,Swimming Men's 50 metres Freestyle,15

BRA,Swimming Men's 200 metres Freestyle,16

BRA,Synchronized Swimming Women's Duet,16

BRA,Synchronized Swimming Women's Team,9

BRA,Sailing Women's Windsurfer,7

BRA,"Shooting Men's Free Rifle, Three Positions, 300 metres",2

BRA,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",18

BRA,Diving Men's Platform,12

BRA,Diving Men's Springboard,12

BRA,Rowing Men's Double Sculls,12

BRA,Athletics Men's Pole Vault,9

BRA,"Shooting Women's Air Rifle, 10 metres",1

BRA,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",1

BRA,"Fencing Women's Foil, Individual",4

BRA,Swimming Women's 100 metres Freestyle,16

BRA,Judo Men's Half-Heavyweight,12

BRA,Athletics Men's Marathon,26

BRA,Table Tennis Men's Singles,14

BRA,Table Tennis Men's Team,9

BRA,Judo Men's Lightweight,10

BRA,Judo Men's Middleweight,13

BRA,Judo Women's Middleweight,5

BRA,Archery Women's Team,3

BRA,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",6

BRA,"Cycling Women's Road Race, Individual",10

BRA,"Athletics Men's 10,000 metres",3

BRA,Judo Men's Half-Lightweight,10

BRA,Judo Men's Open Class,2

BRA,Cycling Women's BMX,2

BRA,Athletics Men's 400 metres Hurdles,17

BRA,Shooting Women's Skeet,1

BRA,Synchronized Swimming Women's Solo,8

BRA,Boxing Men's Light-Flyweight,3

BRA,"Shooting Mixed Free Pistol, 50 metres",6

BRA,"Canoeing Men's Kayak Singles, 500 metres",4

BRA,"Canoeing Men's Kayak Singles, 1,000 metres",4

BRA,"Equestrianism Men's Three-Day Event, Individual",4

BRA,Boxing Men's Light-Middleweight,7

BRA,Athletics Men's High Jump,10

BRA,Tennis Women's Doubles,8

BRA,Weightlifting Men's Super-Heavyweight,3

BRA,Snowboarding Women's Boardercross,3

BRA,"Equestrianism Men's Three-Day Event, Team",3

BRA,Athletics Women's 4 x 100 metres Relay,20

BRA,Swimming Women's 4 x 100 metres Medley Relay,8

BRA,Boxing Men's Lightweight,8

BRA,"Wrestling Women's Heavyweight, Freestyle",2

BRA,"Canoeing Men's Canadian Doubles, Slalom",2

BRA,Athletics Men's 200 metres,36

BRA,Athletics Women's Pole Vault,4

BRA,Athletics Women's Long Jump,14

BRA,Athletics Women's Triple Jump,6

BRA,Athletics Men's 400 metres,22

BRA,"Fencing Women's epee, Individual",3

BRA,"Fencing Women's epee, Team",4

BRA,"Canoeing Men's Kayak Doubles, 500 metres",6

BRA,"Canoeing Men's Kayak Doubles, 1,000 metres",4

BRA,Swimming Women's 10 kilometres Open Water,5

BRA,Rowing Men's Coxed Eights,18

BRA,Sailing Mixed Skiff,4

BRA,Golf Men's Individual,1

BRA,Athletics Women's Marathon,14

BRA,Taekwondo Men's Featherweight,2

BRA,"Canoeing Men's Kayak Singles, 200 metres",1

BRA,"Canoeing Men's Kayak Doubles, 200 metres",2

BRA,Boxing Men's Light-Welterweight,12

BRA,"Athletics Men's 5,000 metres",3

BRA,Art Competitions Mixed Literature,1

BRA,Table Tennis Women's Singles,11

BRA,Table Tennis Women's Doubles,6

BRA,Table Tennis Women's Team,6

BRA,"Canoeing Men's Kayak Singles, Slalom",4

BRA,Judo Men's Heavyweight,10

BRA,Bobsleigh Women's Two,2

BRA,Weightlifting Men's Heavyweight I,2

BRA,Archery Men's Team,3

BRA,Weightlifting Men's Middleweight,1

BRA,Weightlifting Men's Light-Heavyweight,3

BRA,"Athletics Women's 10,000 metres",2

BRA,Athletics Women's 200 metres,12

BRA,Boxing Men's Flyweight,7

BRA,Boxing Men's Bantamweight,7

BRA,Athletics Women's 800 metres,4

BRA,Athletics Women's 400 metres Hurdles,2

BRA,Diving Men's Synchronized Springboard,2

BRA,"Equestrianism Men's Jumping, Individual",6

BRA,"Equestrianism Men's Jumping, Team",6

BRA,Weightlifting Men's Flyweight,1

BRA,Swimming Women's 100 metres Backstroke,8

BRA,Diving Women's Platform,7

BRA,Diving Women's Synchronized Platform,2

BRA,Athletics Men's Javelin Throw,3

BRA,Rowing Men's Single Sculls,7

BRA,Swimming Women's 100 metres Butterfly,9

BRA,"Canoeing Women's Kayak Singles, Slalom",3

BRA,"Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",1

BRA,Athletics Women's 20 kilometres Walk,4

BRA,Weightlifting Men's Bantamweight,1

BRA,Weightlifting Men's Featherweight,1

BRA,Weightlifting Men's Heavyweight,2

BRA,Sailing Women's One Person Dinghy,4

BRA,Swimming Women's 50 metres Freestyle,8

BRA,Swimming Men's 10 kilometres Open Water,2

BRA,"Athletics Men's 3,000 metres Steeplechase",4

BRA,Athletics Men's Hammer Throw,4

BRA,Athletics Women's Pentathlon,2

BRA,Freestyle Skiing Women's Aerials,1

BRA,Taekwondo Women's Featherweight,3

BRA,Athletics Women's Javelin Throw,3

BRA,Boxing Men's Heavyweight,2

BRA,Athletics Women's 80 metres Hurdles,2

BRA,Taekwondo Women's Heavyweight,3

BRA,Rhythmic Gymnastics Women's Individual,3

BRA,Weightlifting Men's Lightweight,3

BRA,Weightlifting Women's Heavyweight,2

BRA,Sailing Men's Two Person Keelboat,6

BRA,"Cycling Men's Individual Pursuit, 4,000 metres",3

BRA,Cycling Men's Points Race,3

BRA,Cross Country Skiing Men's 15 kilometres,2

BRA,Shooting Men's Double Trap,1

BRA,Athletics Men's Shot Put,5

BRA,Athletics Men's Discus Throw,3

BRA,Judo Men's Extra-Lightweight,10

BRA,Athletics Women's Heptathlon,4

BRA,Gymnastics Men's Horse Vault,6

BRA,"Athletics Men's Cross-Country, Individual",1

BRA,"Shooting Mixed Rapid-Fire Pistol, 25 metres",2

BRA,"Cycling Women's Mountainbike, Cross-Country",3

BRA,Sailing Women's Skiff,2

BRA,Swimming Women's 200 metres Butterfly,5

BRA,Swimming Women's 200 metres Individual Medley,6

BRA,Swimming Women's 400 metres Individual Medley,4

BRA,Table Tennis Men's Doubles,10

BRA,Alpine Skiing Women's Slalom,2

BRA,Modern Pentathlon Women's Individual,4

BRA,Alpine Skiing Men's Downhill,3

BRA,Alpine Skiing Men's Combined,2

BRA,"Wrestling Men's Heavyweight, Freestyle",2

BRA,"Canoeing Men's Canadian Singles, 500 metres",1

BRA,"Canoeing Men's Canadian Singles, 1,000 metres",2

BRA,Weightlifting Women's Flyweight,1

BRA,Athletics Men's 60 metres,1

BRA,Swimming Women's 200 metres Breaststroke,5

BRA,Cycling Men's Individual Time Trial,3

BRA,Golf Women's Individual,2

BRA,Shooting Mixed Skeet,2

BRA,Athletics Women's 100 metres Hurdles,4

BRA,"Athletics Women's 5,000 metres",1

BRA,"Canoeing Men's Kayak Fours, 1,000 metres",4

BRA,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",6

BRA,Judo Women's Extra-Lightweight,7

BRA,Boxing Women's Flyweight,1

BRA,"Shooting Men's Military Pistol, Team",5

BRA,"Shooting Men's Military Pistol, 30 metres",5

BRA,Tennis Mixed Doubles,2

BRA,Tennis Women's Singles,3

BRA,Luge Men's Singles,2

BRA,Cycling Men's Omnium,1

BRA,Triathlon Women's Olympic Distance,9

BRA,Biathlon Women's 7.5 kilometres Sprint,1

BRA,Cross Country Skiing Women's Sprint,1

BRA,Biathlon Women's 15 kilometres,1

BRA,"Wrestling Men's Light-Heavyweight, Greco-Roman",1

BRA,"Wrestling Men's Light-Heavyweight, Freestyle",1

BRA,"Wrestling Men's Middleweight, Freestyle",1

BRA,"Wrestling Women's Middleweight, Freestyle",1

BRA,"Wrestling Women's Light-Heavyweight, Freestyle",1

BRA,"Canoeing Men's Canadian Singles, 200 metres",2

BRA,"Canoeing Men's Canadian Doubles, 1,000 metres",4

BRA,Badminton Men's Singles,1

BRA,Diving Men's Synchronized Platform,2

BRA,Cross Country Skiing Men's 50 kilometres,1

BRA,"Shooting Men's Air Rifle, 10 metres",1

BRA,Shooting Men's Skeet,1

BRA,Sailing Mixed Windsurfer,1

BRA,Cycling Men's BMX,2

BRA,Diving Women's Springboard,6

BRA,Cross Country Skiing Men's Sprint,1

BRA,Swimming Women's 100 metres Breaststroke,3

BRA,"Athletics Women's 3,000 metres Steeplechase",2

BRA,Weightlifting Women's Featherweight,1

BRA,Alpine Skiing Women's Super G,1

BRA,Cycling Women's Individual Time Trial,1

BRA,"Wrestling Women's Lightweight, Freestyle",2

BRA,Taekwondo Women's Flyweight,1

BRA,Taekwondo Men's Heavyweight,1

BRA,"Wrestling Men's Super-Heavyweight, Greco-Roman",1

BRA,"Wrestling Men's Heavyweight, Greco-Roman",1

BRA,Diving Women's Synchronized Springboard,2

BRA,Shooting Women's Trap,1

BRA,Taekwondo Men's Flyweight,3

BRA,"Canoeing Women's Kayak Singles, 200 metres",1

BRA,"Canoeing Women's Kayak Singles, 500 metres",1

BRA,Badminton Women's Singles,1

BRA,Diving Men's Plain High,1

BRA,Figure Skating Women's Singles,1

BRA,Sailing Men's One Person Heavyweight Dinghy,2

FRG,Nordic Combined Men's Individual,22

FRG,Athletics Women's 400 metres Hurdles,1

FRG,Athletics Women's 4 x 400 metres Relay,20

FRG,Sailing Mixed Three Person Keelboat,18

FRG,Athletics Men's 800 metres,11

FRG,Sailing Women's Two Person Dinghy,2

FRG,Rowing Women's Single Sculls,2

FRG,Rowing Men's Double Sculls,10

FRG,Rowing Men's Quadruple Sculls,12

FRG,Gymnastics Men's Individual All-Around,30

FRG,Gymnastics Men's Team All-Around,30

FRG,Gymnastics Men's Floor Exercise,30

FRG,Gymnastics Men's Horse Vault,30

FRG,Gymnastics Men's Parallel Bars,30

FRG,Gymnastics Men's Horizontal Bar,30

FRG,Gymnastics Men's Rings,30

FRG,Gymnastics Men's Pommelled Horse,30

FRG,Ice Hockey Men's Ice Hockey,119

FRG,Handball Men's Handball,45

FRG,Hockey Men's Hockey,84

FRG,Swimming Women's 50 metres Freestyle,2

FRG,Swimming Women's 4 x 100 metres Freestyle Relay,22

FRG,Swimming Women's 100 metres Backstroke,12

FRG,Swimming Women's 4 x 100 metres Medley Relay,23

FRG,"Cycling Men's Team Pursuit, 4,000 metres",22

FRG,"Fencing Men's Sabre, Team",20

FRG,Rowing Women's Coxed Eights,27

FRG,"Cycling Women's Road Race, Individual",7

FRG,"Equestrianism Mixed Three-Day Event, Individual",20

FRG,"Equestrianism Mixed Three-Day Event, Team",20

FRG,Basketball Men's Basketball,24

FRG,Athletics Men's Marathon,9

FRG,Biathlon Men's 10 kilometres Sprint,10

FRG,Biathlon Men's 20 kilometres,19

FRG,Biathlon Men's 4 x 7.5 kilometres Relay,20

FRG,Hockey Women's Hockey,31

FRG,Athletics Women's 400 metres,12

FRG,Swimming Men's 100 metres Breaststroke,12

FRG,Swimming Men's 200 metres Breaststroke,12

FRG,Swimming Men's 200 metres Individual Medley,10

FRG,Rowing Men's Coxed Fours,25

FRG,Luge Mixed (Men)'s Doubles,24

FRG,Swimming Women's 100 metres Breaststroke,10

FRG,Swimming Women's 200 metres Breaststroke,9

FRG,Figure Skating Mixed Pairs,18

FRG,Athletics Women's 100 metres Hurdles,5

FRG,"Fencing Men's Foil, Team",25

FRG,Weightlifting Men's Bantamweight,1

FRG,Alpine Skiing Women's Downhill,24

FRG,Bobsleigh Men's Two,24

FRG,Bobsleigh Men's Four,48

FRG,"Speed Skating Men's 1,500 metres",10

FRG,"Speed Skating Men's 5,000 metres",9

FRG,"Speed Skating Men's 10,000 metres",5

FRG,Football Men's Football,51

FRG,Rowing Women's Coxed Fours,5

FRG,Cycling Men's Sprint,7

FRG,"Cycling Men's Tandem Sprint, 2,000 metres",4

FRG,Archery Men's Individual,10

FRG,Archery Men's Team,3

FRG,Judo Men's Half-Heavyweight,4

FRG,Cross Country Skiing Women's 5 kilometres,13

FRG,Cross Country Skiing Women's 10 kilometres,13

FRG,Cross Country Skiing Women's 3 x 5 kilometres Relay,6

FRG,Athletics Men's 100 metres,13

FRG,Sailing Mixed Two Person Heavyweight Dinghy,10

FRG,"Fencing Women's Foil, Individual",15

FRG,"Fencing Women's Foil, Team",25

FRG,Swimming Women's 200 metres Freestyle,12

FRG,"Ski Jumping Men's Normal Hill, Individual",18

FRG,"Ski Jumping Men's Large Hill, Individual",17

FRG,"Ski Jumping Men's Large Hill, Team",4

FRG,Boxing Men's Middleweight,4

FRG,"Canoeing Men's Canadian Doubles, Slalom",6

FRG,"Canoeing Men's Kayak Singles, Slalom",3

FRG,"Athletics Men's 5,000 metres",10

FRG,Athletics Men's Long Jump,6

FRG,Judo Men's Middleweight,4

FRG,Figure Skating Mixed Ice Dancing,6

FRG,Alpine Skiing Men's Slalom,22

FRG,Rowing Women's Coxless Pairs,6

FRG,"Fencing Men's Sabre, Individual",13

FRG,Handball Women's Handball,13

FRG,Athletics Women's Javelin Throw,8

FRG,Swimming Men's 100 metres Backstroke,7

FRG,Swimming Men's 200 metres Backstroke,7

FRG,"Athletics Men's 1,500 metres",10

FRG,Gymnastics Women's Individual All-Around,26

FRG,Gymnastics Women's Team All-Around,24

FRG,Gymnastics Women's Floor Exercise,26

FRG,Gymnastics Women's Horse Vault,26

FRG,Gymnastics Women's Uneven Bars,26

FRG,Gymnastics Women's Balance Beam,26

FRG,Swimming Women's 100 metres Butterfly,10

FRG,"Equestrianism Mixed Jumping, Team",19

FRG,"Wrestling Men's Featherweight, Greco-Roman",2

FRG,Cross Country Skiing Men's 15 kilometres,22

FRG,Cross Country Skiing Men's 4 x 10 kilometres Relay,24

FRG,Cross Country Skiing Men's 30 kilometres,21

FRG,"Fencing Men's Foil, Individual",15

FRG,Alpine Skiing Women's Giant Slalom,24

FRG,Alpine Skiing Women's Slalom,19

FRG,"Fencing Men's epee, Individual",15

FRG,"Fencing Men's epee, Team",25

FRG,Swimming Men's 100 metres Butterfly,12

FRG,Swimming Men's 200 metres Butterfly,11

FRG,Swimming Men's 4 x 100 metres Medley Relay,25

FRG,"Shooting Mixed Rapid-Fire Pistol, 25 metres",6

FRG,Modern Pentathlon Men's Individual,15

FRG,Modern Pentathlon Men's Team,15

FRG,Athletics Men's Decathlon,13

FRG,Rowing Men's Coxed Pairs,13

FRG,Athletics Women's Discus Throw,5

FRG,Weightlifting Men's Middleweight,5

FRG,Athletics Men's 110 metres Hurdles,6

FRG,Swimming Men's 400 metres Individual Medley,9

FRG,Cross Country Skiing Men's 50 kilometres,20

FRG,"Shooting Mixed Free Pistol, 50 metres",6

FRG,"Shooting Men's Free Pistol, 50 metres",4

FRG,Athletics Men's Hammer Throw,14

FRG,Swimming Women's 400 metres Freestyle,6

FRG,Swimming Women's 200 metres Butterfly,6

FRG,Athletics Men's 4 x 100 metres Relay,21

FRG,Cross Country Skiing Women's 20 kilometres,5

FRG,Cross Country Skiing Women's 4 x 5 kilometres Relay,4

FRG,Luge Women's Singles,13

FRG,Athletics Men's Shot Put,7

FRG,Alpine Skiing Men's Giant Slalom,20

FRG,Alpine Skiing Men's Combined,4

FRG,"Canoeing Men's Kayak Fours, 1,000 metres",20

FRG,"Canoeing Men's Kayak Doubles, 500 metres",6

FRG,"Canoeing Men's Kayak Doubles, 1,000 metres",10

FRG,Shooting Mixed Trap,5

FRG,"Wrestling Men's Heavyweight, Greco-Roman",5

FRG,Sailing Mixed Two Person Dinghy,4

FRG,Table Tennis Men's Singles,2

FRG,Table Tennis Men's Doubles,4

FRG,Luge Men's Singles,19

FRG,"Equestrianism Mixed Dressage, Individual",16

FRG,"Equestrianism Mixed Dressage, Team",16

FRG,Athletics Men's High Jump,12

FRG,Cycling Men's 100 kilometres Team Time Trial,20

FRG,Water Polo Men's Water Polo,58

FRG,Swimming Women's 200 metres Backstroke,11

FRG,Swimming Women's 200 metres Individual Medley,8

FRG,Athletics Women's Long Jump,7

FRG,Athletics Women's Pentathlon,6

FRG,Sailing Mixed Multihull,6

FRG,Rowing Men's Coxed Eights,37

FRG,Boxing Men's Light-Heavyweight,5

FRG,Athletics Men's Triple Jump,5

FRG,Swimming Women's 100 metres Freestyle,13

FRG,Swimming Women's 400 metres Individual Medley,5

FRG,"Cycling Men's Individual Pursuit, 4,000 metres",6

FRG,Athletics Women's Heptathlon,5

FRG,Swimming Men's 100 metres Freestyle,13

FRG,"Shooting Women's Air Pistol, 10 metres",2

FRG,"Shooting Women's Sporting Pistol, 25 metres",3

FRG,"Wrestling Men's Super-Heavyweight, Freestyle",3

FRG,"Canoeing Women's Kayak Singles, 500 metres",5

FRG,"Canoeing Women's Kayak Doubles, 500 metres",10

FRG,"Equestrianism Mixed Jumping, Individual",16

FRG,"Athletics Men's 3,000 metres Steeplechase",10

FRG,Athletics Men's Discus Throw,13

FRG,Rowing Men's Coxless Fours,21

FRG,Volleyball Women's Volleyball,22

FRG,Diving Women's Platform,10

FRG,Archery Women's Individual,8

FRG,Volleyball Men's Volleyball,12

FRG,Athletics Men's 400 metres Hurdles,10

FRG,Figure Skating Men's Singles,8

FRG,"Wrestling Men's Heavyweight, Freestyle",4

FRG,"Cycling Men's Road Race, Individual",19

FRG,"Shooting Mixed Running Target, 50 metres",4

FRG,Figure Skating Women's Singles,13

FRG,Alpine Skiing Women's Combined,4

FRG,"Canoeing Women's Kayak Singles, Slalom",3

FRG,Rowing Women's Coxed Quadruple Sculls,5

FRG,Rowing Men's Coxless Pairs,10

FRG,"Wrestling Men's Super-Heavyweight, Greco-Roman",3

FRG,Judo Men's Extra-Lightweight,2

FRG,Athletics Men's 200 metres,8

FRG,Athletics Men's 4 x 400 metres Relay,23

FRG,"Canoeing Women's Kayak Fours, 500 metres",8

FRG,Cycling Men's Points Race,3

FRG,Judo Men's Half-Middleweight,3

FRG,Diving Men's Springboard,11

FRG,Diving Men's Platform,11

FRG,Weightlifting Men's Light-Heavyweight,4

FRG,Weightlifting Men's Heavyweight,2

FRG,Shooting Mixed Skeet,11

FRG,"Speed Skating Women's 1,500 metres",8

FRG,"Speed Skating Women's 3,000 metres",4

FRG,Speed Skating Women's 500 metres,12

FRG,"Speed Skating Women's 1,000 metres",10

FRG,Alpine Skiing Men's Downhill,21

FRG,Alpine Skiing Men's Super G,4

FRG,"Canoeing Men's Kayak Singles, 500 metres",3

FRG,"Canoeing Men's Kayak Singles, 1,000 metres",5

FRG,"Canoeing Men's Canadian Singles, 500 metres",2

FRG,"Canoeing Men's Canadian Singles, 1,000 metres",4

FRG,Synchronized Swimming Women's Solo,6

FRG,Athletics Women's 800 metres,5

FRG,Athletics Men's Pole Vault,6

FRG,"Shooting Men's Rapid-Fire Pistol, 25 metres",3

FRG,Swimming Men's 200 metres Freestyle,13

FRG,Swimming Men's 400 metres Freestyle,12

FRG,Swimming Men's 4 x 200 metres Freestyle Relay,26

FRG,Swimming Men's 4 x 100 metres Freestyle Relay,21

FRG,"Swimming Men's 1,500 metres Freestyle",9

FRG,"Canoeing Men's Canadian Doubles, 500 metres",6

FRG,"Canoeing Men's Canadian Doubles, 1,000 metres",10

FRG,Weightlifting Men's Middle-Heavyweight,3

FRG,Diving Women's Springboard,7

FRG,Speed Skating Men's 500 metres,13

FRG,"Speed Skating Men's 1,000 metres",7

FRG,Synchronized Swimming Women's Duet,4

FRG,Athletics Women's Shot Put,6

FRG,"Shooting Mixed Free Rifle, Three Positions, 300 metres",1

FRG,Athletics Men's Javelin Throw,9

FRG,Athletics Women's High Jump,9

FRG,Athletics Women's 100 metres,13

FRG,Athletics Women's 200 metres,13

FRG,Athletics Women's 4 x 100 metres Relay,20

FRG,"Athletics Women's 1,500 metres",7

FRG,Alpine Skiing Women's Super G,4

FRG,Boxing Men's Light-Welterweight,4

FRG,Boxing Men's Bantamweight,3

FRG,Sailing Mixed One Person Dinghy,5

FRG,Boxing Men's Lightweight,2

FRG,"Shooting Women's Air Rifle, 10 metres",4

FRG,"Wrestling Men's Featherweight, Freestyle",4

FRG,Sailing Mixed Two Person Keelboat,12

FRG,Judo Men's Heavyweight,4

FRG,Judo Men's Open Class,3

FRG,"Wrestling Men's Middleweight, Greco-Roman",4

FRG,Tennis Women's Singles,3

FRG,Tennis Women's Doubles,2

FRG,Swimming Men's 50 metres Freestyle,2

FRG,Archery Women's Team,3

FRG,Sailing Mixed 5.5 metres,3

FRG,"Wrestling Men's Light-Flyweight, Freestyle",4

FRG,"Canoeing Men's Canadian Singles, Slalom",3

FRG,"Shooting Men's Air Rifle, 10 metres",4

FRG,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",4

FRG,"Wrestling Men's Welterweight, Greco-Roman",4

FRG,"Athletics Men's 10,000 metres",6

FRG,Athletics Men's 400 metres,10

FRG,Rowing Men's Single Sculls,5

FRG,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",4

FRG,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",4

FRG,"Cycling Men's 1,000 metres Time Trial",5

FRG,"Wrestling Men's Flyweight, Greco-Roman",3

FRG,Sailing Men's Two Person Dinghy,2

FRG,Boxing Men's Heavyweight,3

FRG,Boxing Men's Super-Heavyweight,2

FRG,Weightlifting Men's Heavyweight I,3

FRG,Tennis Men's Singles,2

FRG,Tennis Men's Doubles,2

FRG,Athletics Men's 20 kilometres Walk,6

FRG,Athletics Men's 50 kilometres Walk,6

FRG,"Shooting Men's Air Pistol, 10 metres",2

FRG,"Wrestling Men's Light-Heavyweight, Greco-Roman",5

FRG,"Wrestling Men's Light-Heavyweight, Freestyle",5

FRG,Weightlifting Men's Lightweight,4

FRG,"Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",6

FRG,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",6

FRG,"Wrestling Men's Middleweight, Freestyle",5

FRG,"Wrestling Men's Lightweight, Freestyle",5

FRG,"Wrestling Men's Welterweight, Freestyle",2

FRG,Judo Men's Lightweight,4

FRG,Boxing Men's Welterweight,5

FRG,Boxing Men's Light-Middleweight,4

FRG,Swimming Women's 800 metres Freestyle,6

FRG,"Athletics Women's 3,000 metres",2

FRG,"Wrestling Men's Light-Flyweight, Greco-Roman",3

FRG,Weightlifting Men's Super-Heavyweight,4

FRG,Sailing Men's Windsurfer,1

FRG,Sailing Mixed Windsurfer,1
