code,games,participants
MGL,1980 Summer,2

MGL,1968 Summer,1

MGL,1972 Summer,1

MGL,2012 Summer,2

MGL,2008 Summer,1

MGL,1976 Summer,1

AUT,1924 Summer,3

AUT,1968 Winter,8

AUT,1936 Summer,42

AUT,1906 Summer,3

AUT,1924 Winter,1

AUT,1928 Winter,2

AUT,1912 Summer,9

AUT,1992 Summer,6

AUT,2002 Winter,3

AUT,2014 Winter,8

AUT,1964 Winter,7

AUT,1998 Winter,3

AUT,2010 Winter,7

AUT,1992 Winter,7

AUT,1980 Summer,3

AUT,1948 Winter,1

AUT,2004 Summer,3

AUT,2006 Winter,5

AUT,1988 Winter,5

AUT,1932 Summer,1

AUT,1896 Summer,1

AUT,1976 Winter,1

AUT,1960 Summer,2

AUT,1984 Summer,1

AUT,1960 Winter,2

AUT,1904 Summer,1

AUT,1956 Winter,1

AUT,1980 Winter,2

AUT,2008 Summer,1

AUT,1936 Winter,1

AUT,1952 Winter,3

AUT,1994 Winter,1

AUT,1968 Summer,1

AUT,1948 Summer,2

AUT,1900 Summer,3

AUT,1972 Summer,1

AUT,1996 Summer,1

LTU,2016 Summer,2

LTU,2008 Summer,1

LTU,2012 Summer,1

LTU,2004 Summer,1

NAM,1992 Summer,2

NAM,1996 Summer,2

AHO,1988 Summer,1

ISL,2008 Summer,14

ISL,1956 Summer,1

HAI,1928 Summer,1

CYP,2012 Summer,1

KOR,2016 Summer,2

KOR,1984 Summer,4

KOR,1988 Summer,20

KOR,1994 Winter,1

KOR,1998 Winter,4

KOR,2012 Summer,9

KOR,2000 Summer,24

KOR,1996 Summer,12

KOR,2010 Winter,9

KOR,1964 Summer,2

KOR,1976 Summer,1

KOR,2004 Summer,8

KOR,1992 Summer,3

KOR,1968 Summer,1

KOR,2008 Summer,6

KOR,2014 Winter,3

KOR,1992 Winter,1

