code,games,participants
COM,2016 Summer,2

KAZ,2008 Summer,74

KAZ,2002 Winter,52

KAZ,2004 Summer,47

KAZ,2014 Winter,41

KAZ,2000 Summer,53

KAZ,2012 Summer,47

KAZ,2016 Summer,57

KAZ,2010 Winter,48

KAZ,1996 Summer,36

KAZ,1994 Winter,28

KAZ,1998 Winter,36

KAZ,2006 Winter,30

BRU,2016 Summer,1

BRU,2012 Summer,1

IND,1984 Summer,10

IND,1988 Summer,10

IND,1992 Summer,7

IND,1996 Summer,9

IND,2008 Summer,29

IND,2006 Winter,2

IND,2004 Summer,30

IND,2012 Summer,29

IND,2016 Summer,62

IND,2000 Summer,23

IND,1980 Summer,17

IND,1952 Summer,7

IND,1964 Summer,1

IND,1988 Winter,1

IND,1924 Summer,2

IND,1956 Summer,1

IND,1972 Summer,1

KSA,2016 Summer,3

KSA,2012 Summer,2

SYR,2008 Summer,1

SYR,2016 Summer,3

SYR,2004 Summer,1

SYR,1980 Summer,3

SYR,1972 Summer,1

SYR,2012 Summer,4

SYR,2000 Summer,2

SYR,1992 Summer,1

SYR,1996 Summer,1

MDV,2000 Summer,2

MDV,2004 Summer,2

MDV,2008 Summer,2

MDV,2012 Summer,2

MDV,2016 Summer,2

MDV,1996 Summer,1

MDV,1992 Summer,1

ETH,1996 Summer,9

ETH,2000 Summer,12

ETH,2008 Summer,14

ETH,2004 Summer,12

ETH,2016 Summer,21

ETH,2012 Summer,16

ETH,1992 Summer,6

ETH,1980 Summer,2

UAE,2016 Summer,3

UAE,2008 Summer,2

UAE,2012 Summer,2

INA,2004 Summer,17

INA,1984 Summer,4

INA,1988 Summer,10

INA,2016 Summer,11

INA,1972 Summer,4

INA,2000 Summer,21

INA,1992 Summer,21

INA,1996 Summer,21

INA,2008 Summer,11

INA,2012 Summer,9

INA,1956 Summer,2

