code,games,participants
SWE,2014 Winter,8
SWE,2004 Summer,5
SWE,1972 Summer,4
SWE,1936 Winter,2
SWE,1906 Summer,2
SWE,1924 Summer,7
SWE,2012 Summer,2
SWE,1972 Winter,1
SWE,1900 Summer,3
SWE,1964 Summer,3
SWE,2016 Summer,2
SWE,1980 Winter,3
SWE,1932 Winter,1
SWE,1992 Summer,1
SWE,1992 Winter,1
ARM,2016 Summer,1
ARM,1996 Summer,1
CIV,2016 Summer,1
KEN,1972 Summer,5
KEN,1992 Summer,2
KEN,1968 Summer,3
KEN,2008 Summer,6
KEN,2016 Summer,6
KEN,1988 Summer,5
KEN,2004 Summer,1
KEN,2012 Summer,2
KEN,1996 Summer,1
KEN,1984 Summer,1
KEN,2000 Summer,2
UKR,2008 Summer,10
UKR,1994 Winter,1
UKR,1996 Summer,10
UKR,2012 Summer,9
UKR,2016 Summer,2
UKR,2014 Winter,4
UKR,2004 Summer,8
UKR,2000 Summer,3
GBR,1924 Summer,15
GBR,2012 Summer,48
GBR,2016 Summer,64
GBR,2008 Summer,31
GBR,1908 Summer,147
GBR,2000 Summer,22
GBR,2004 Summer,17
GBR,1920 Summer,52
GBR,1968 Summer,9
GBR,1952 Winter,1
GBR,1912 Summer,47
GBR,1936 Winter,12
GBR,1932 Summer,9
GBR,1988 Summer,22
GBR,1900 Summer,59
GBR,1928 Summer,7
GBR,1936 Summer,12
GBR,1964 Summer,4
GBR,1992 Summer,8
GBR,1896 Summer,3
GBR,1948 Summer,7
GBR,1956 Summer,8
GBR,1924 Winter,16
GBR,1984 Summer,9
GBR,1980 Summer,5
GBR,1980 Winter,1
GBR,1976 Winter,1
GBR,1972 Summer,8
GBR,1984 Winter,2
GBR,1964 Winter,2
GBR,1976 Summer,6
GBR,1906 Summer,9
GBR,1904 Summer,1
GBR,2002 Winter,5
GBR,1952 Summer,3
GBR,1960 Summer,2
GBR,1996 Summer,2
GBR,2010 Winter,1
GBR,2014 Winter,1
LAT,2008 Summer,1
LAT,2012 Summer,1
LAT,2000 Summer,1
POL,1972 Summer,27
POL,1964 Summer,10
POL,1968 Summer,5
POL,1976 Summer,18
POL,2008 Summer,6
POL,2014 Winter,4
POL,1952 Summer,1
POL,1992 Summer,5
POL,1972 Winter,1
POL,2016 Summer,3
POL,2004 Summer,4
POL,1932 Summer,3
POL,1928 Summer,2
POL,1996 Summer,7
POL,2000 Summer,7
POL,1980 Summer,3
POL,2010 Winter,1
POL,1956 Summer,1
POL,1960 Summer,4
POL,1988 Summer,2
POL,2012 Summer,2
POL,1948 Summer,1
CRC,1996 Summer,1
PAN,2008 Summer,1
GEO,2004 Summer,2
GEO,2016 Summer,2
GEO,2008 Summer,3
GEO,2012 Summer,1
SLO,2000 Summer,3
SLO,2008 Summer,1
SLO,2014 Winter,2
SLO,2016 Summer,1
SLO,2012 Summer,1
CRO,2004 Summer,15
CRO,2012 Summer,15
CRO,1996 Summer,16
CRO,2016 Summer,7
CRO,2002 Winter,3
CRO,2006 Winter,1
CRO,2000 Summer,1
NZL,1976 Summer,15
NZL,2008 Summer,4
NZL,2012 Summer,9
NZL,2016 Summer,6
NZL,1984 Summer,16
NZL,2004 Summer,4
NZL,1972 Summer,9
NZL,1968 Summer,5
NZL,1956 Summer,3
NZL,1988 Summer,4
NZL,1960 Summer,2
NZL,1992 Summer,1
NZL,1900 Summer,1
NZL,1996 Summer,3
NZL,1936 Summer,1
NZL,1928 Summer,1
NZL,1964 Summer,4
NZL,2000 Summer,1
NZL,1952 Summer,1
POR,2008 Summer,1
POR,1984 Summer,1
POR,1988 Summer,1
POR,1996 Summer,1
VEN,2012 Summer,1
VEN,1968 Summer,1
COL,2016 Summer,3
COL,2012 Summer,1
COL,2000 Summer,1
PER,1948 Summer,1
PUR,2016 Summer,1
UGA,1972 Summer,1
UGA,2012 Summer,1
ECU,1996 Summer,1
TCH,1980 Summer,17
TCH,1960 Summer,4
TCH,1936 Summer,5
TCH,1948 Summer,14
TCH,1964 Summer,5
TCH,1968 Summer,7
TCH,1972 Summer,2
TCH,1956 Summer,1
TCH,1952 Summer,11
TCH,1992 Summer,4
TCH,1988 Summer,3
TCH,1972 Winter,1
TCH,1976 Summer,2
TCH,1968 Winter,1
TCH,1932 Summer,1
TCH,1924 Summer,1
TCH,1928 Summer,2
LUX,1952 Summer,1
LUX,1924 Summer,1
LUX,1928 Summer,1
LUX,1900 Summer,1
CZE,1998 Winter,21
CZE,1996 Summer,4
CZE,2000 Summer,2
CZE,2008 Summer,3
CZE,2016 Summer,1
CZE,2012 Summer,4
CZE,2006 Winter,1
CZE,2010 Winter,2
CZE,2014 Winter,2
CZE,2004 Summer,1
CZE,2002 Winter,1
TTO,2008 Summer,5
TTO,1976 Summer,1
TTO,2012 Summer,1
DOM,2008 Summer,1
DOM,2004 Summer,1
DOM,2012 Summer,1
JAM,2016 Summer,11
JAM,2004 Summer,6
JAM,2012 Summer,8
JAM,2008 Summer,5
JAM,1996 Summer,1
JAM,1952 Summer,5
JAM,1976 Summer,1
JAM,1948 Summer,1
SUR,1988 Summer,1
NEP,1924 Winter,1
MGL,2008 Summer,2
AUT,2004 Summer,3
AUT,1928 Summer,3
AUT,1992 Winter,9
AUT,1948 Summer,2
AUT,1924 Winter,3
AUT,2006 Winter,16
AUT,1936 Summer,6
AUT,2014 Winter,4
AUT,2002 Winter,3
AUT,1964 Winter,5
AUT,2010 Winter,11
AUT,2000 Summer,3
AUT,1960 Summer,1
AUT,1960 Winter,1
AUT,1980 Winter,3
AUT,1948 Winter,1
AUT,1952 Winter,2
AUT,1976 Winter,2
AUT,1904 Summer,2
AUT,1998 Winter,3
AUT,1980 Summer,1
AUT,1932 Summer,1
AUT,1994 Winter,2
AUT,1896 Summer,2
AUT,1956 Winter,5
AUT,1968 Winter,3
AUT,1932 Winter,1
AUT,1936 Winter,1
AUT,1906 Summer,3
AUT,1972 Winter,1
AUT,1984 Summer,1
AUT,1988 Summer,1
AUT,1988 Winter,3
LTU,2000 Summer,2
LTU,2004 Summer,1
LTU,2012 Summer,2
LTU,1992 Summer,1
HAI,1900 Summer,1
KOR,1984 Summer,6
KOR,1992 Summer,28
KOR,1998 Winter,6
KOR,2006 Winter,14
KOR,1996 Summer,10
KOR,2008 Summer,41
KOR,1994 Winter,7
KOR,2016 Summer,13
KOR,2002 Winter,5
KOR,2012 Summer,18
KOR,2014 Winter,7
KOR,2004 Summer,14
KOR,1988 Summer,28
KOR,2000 Summer,12
KOR,1992 Winter,5
KOR,2010 Winter,6
KOR,1976 Summer,1
THA,2004 Summer,3
THA,2008 Summer,2
THA,1996 Summer,1
THA,2000 Summer,1
THA,2016 Summer,2
ANZ,1908 Summer,15
ANZ,1912 Summer,5
SCG,2000 Summer,11
SCG,1996 Summer,1
IOA,2016 Summer,1
FIJ,2016 Summer,13
YUG,1984 Summer,47
YUG,1988 Summer,15
YUG,1960 Summer,16
YUG,1972 Summer,15
YUG,1968 Summer,13
YUG,1952 Summer,4
YUG,1964 Summer,2
YUG,1980 Summer,13
YUG,1976 Summer,2
YUG,1924 Summer,2
YUG,1928 Summer,1
BAH,2012 Summer,4
BAH,2000 Summer,6
BAH,1964 Summer,2
BAH,2016 Summer,1
BAH,2004 Summer,1
SRB,2016 Summer,14
SRB,2012 Summer,1
MOZ,2000 Summer,1
SVK,2000 Summer,2
